v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
2.25, 1.20, 2.14, 0.48
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
2.25, 1.20, 2.14, 0.48
4.14, 4.21, 2.81, 3.18
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
2.25, 1.20, 2.14, 0.48
4.14, 4.21, 2.81, 3.18
0.00, 3.72, 2.48, 0.57
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
2.25, 1.20, 2.14, 0.48
4.14, 4.21, 2.81, 3.18
0.00, 3.72, 2.48, 0.57
1.44, 0.86, 0.46, 0.57
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
2.25, 1.20, 2.14, 0.48
4.14, 4.21, 2.81, 3.18
0.00, 3.72, 2.48, 0.57
1.44, 0.86, 0.46, 0.57
0.76, 0.33, 0.46, 0.57
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
2.25, 1.20, 2.14, 0.48
4.14, 4.21, 2.81, 3.18
0.00, 3.72, 2.48, 0.57
1.44, 0.86, 0.46, 0.57
0.76, 0.33, 0.46, 0.57
2.59, 3.07, 0.22, 0.87
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
6.06, 0.91, 3.08, 0.48
2.25, 1.20, 2.14, 0.48
4.14, 4.21, 2.81, 3.18
0.00, 3.72, 2.48, 0.57
1.44, 0.86, 0.46, 0.57
0.76, 0.33, 0.46, 0.57
2.59, 3.07, 0.22, 0.87
0.70, 2.48, 0.22, 0.87
v_left,v_right,v_left_real,v_right_real
0.72, 1.28, -0.00, 0.55
0.72, 4.84, 0.00, 2.26
1.59, 0.23, 0.94, 2.66
2.19, 0.61, 0.94, 2.66
6.09, 1.97, 3.10, 2.64
0.84, 5.00, 2.06, 2.70
2.93, 5.12, 2.21, 2.69
3.90, 1.66, 2.27, 0.88
2.38, 1.06, 2.47, 0.88
4.04, 5.21, 2.64, 2.77
2.61, 1.00, 1.30, 1.58
0.80, 1.26, 1.30, 1.58
6.00, 3.94, 3.05, 2.76
5.68, 0.87, 2.94, 1.67
3.13, 4.91, 2.31, 2.55
2.89, 0.27, 0.68, 2.29
